      18.0050  0.000237000
      18.0680  0.000231000
      18.1310  0.000173000
      18.1940  1.17000e-05
      18.2580  0.000229000
      18.3230  0.000228000
      18.3880  0.000237000
      18.4530  0.000241000
      18.5190  0.000245000
      18.5860  0.000573000
      18.6520  0.000595000
      18.7200  0.000401000
      18.7880  0.000135000
      18.8560  0.000275000
      18.9250  0.000277000
      18.9940  0.000185000
      19.0640  0.000190000
      19.1340  0.000644000
      19.2050  0.000764000
      19.2770  0.000557000
      19.3480  0.000657000
      19.4210  0.000736000
      19.4940   0.00157300
      19.5670   0.00212900
      19.6420   0.00362700
      19.7160   0.00466200
      19.7920   0.00671000
      19.8670   0.00883500
      19.9440    0.0129140
      20.0210    0.0145000
      20.0980    0.0195320
      20.1770    0.0244680
      20.2550    0.0319530
      20.3350    0.0509730
      20.4150    0.0764470
      20.4960     0.120929
      20.5770     0.177656
      20.6590     0.252554
      20.7420     0.377777
      20.8250     0.528659
      20.9090     0.735924
      20.9930     0.813463
      21.0790     0.857335
      21.1650     0.882477
      21.2520     0.907091
      21.3390     0.932828
      21.4270     0.957009
      21.5160     0.973634
      21.6060     0.984957
      21.6960     0.991663
      21.7870     0.997749
      21.8790      1.00000
      21.9720     0.998522
      22.0650     0.988564
      22.1600     0.970058
      22.2550     0.935205
      22.3510     0.926258
      22.4480     0.899796
      22.5450     0.880798
      22.6440     0.865925
      22.7430     0.856114
      22.8430     0.857699
      22.9440     0.856779
      23.0460     0.850509
      23.1490     0.834520
      23.2530     0.815473
      23.3580     0.795473
      23.4630     0.775875
      23.5700     0.752764
      23.6780     0.746808
      23.7860     0.777653
      23.8960     0.798943
      24.0060     0.839877
      24.1180     0.876265
      24.2310     0.911819
      24.3450     0.929431
      24.4590     0.924876
      24.5750     0.917978
      24.6920     0.897806
      24.8100     0.879948
      24.9300     0.859096
      25.0500     0.833534
      25.1720     0.803216
      25.2950     0.770890
      25.4190     0.736609
      25.5440     0.695704
      25.6700     0.649479
      25.7980     0.602661
      25.9270     0.558191
      26.0570     0.519174
      26.1890     0.486209
      26.3220     0.455974
      26.4560     0.428693
      26.5920     0.406171
      26.7290     0.381986
      26.8670     0.354378
      27.0070     0.326682
      27.1490     0.296838
      27.2920     0.261178
      27.4360     0.225878
      27.5820     0.195445
      27.7290     0.170226
      27.8780     0.148445
      28.0290     0.130555
      28.1810     0.117945
      28.3350     0.107676
      28.4910    0.0978270
      28.6490    0.0888690
      28.8080    0.0805120
      28.9690    0.0721240
      29.1310    0.0609970
      29.2960    0.0510860
      29.4620    0.0425250
      29.6310    0.0353840
      29.8010    0.0297640
      29.9730    0.0255960
      30.1480    0.0218070
      30.3240    0.0191900
      30.5020    0.0166060
      30.6830    0.0137790
      30.8650    0.0110020
      31.0500   0.00847600
      31.2370   0.00638100
      31.4270   0.00475800
      31.6180   0.00347100
      31.8120   0.00239400
      32.0090   0.00148200
      32.2070  0.000727000
